Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador
2952,2.23,78.8,91.4,895.0,3.59,3.99,4.95,3.1,16.1,11.3,569.0,10.0,50.0
2953,2.13,90.7,84.0,975.0,3.68,4.6,3.9,4.35,3.5,13.3,571.0,11.0,0.0
2954,3.25,91.0,87.7,814.0,4.68,4.5,3.31,4.93,16.8,8.4,573.0,11.0,2.0
2955,2.66,84.1,71.6,890.0,3.89,4.45,4.32,4.51,5.9,11.3,575.0,11.0,4.0
2956,2.37,96.5,84.0,967.0,3.73,3.65,3.23,3.36,8.8,3.2,577.0,11.0,6.0
2957,3.31,77.9,77.0,810.0,3.0,4.07,3.64,4.81,15.9,16.4,579.0,11.0,8.0
2958,3.33,99.4,89.7,872.0,3.71,4.31,4.91,4.52,7.2,4.2,581.0,11.0,10.0
2959,2.07,99.6,98.2,996.0,3.96,4.31,4.09,3.27,15.2,3.6,584.0,11.0,13.0
2960,2.7,86.5,90.1,853.0,4.54,3.57,4.72,4.26,8.8,13.0,586.0,11.0,15.0
2961,2.29,86.0,95.3,1039.0,4.27,4.65,4.4,3.6,6.5,8.2,588.0,11.0,17.0
2962,2.96,77.6,87.2,886.0,3.56,4.58,4.16,4.04,9.9,15.4,590.0,11.0,19.0
2963,2.1,79.6,85.6,1073.0,3.55,3.24,3.57,3.63,15.3,7.3,592.0,11.0,21.0
2964,3.22,99.4,88.3,1031.0,4.17,3.19,3.46,4.96,4.2,5.5,594.0,11.0,23.0
2965,3.36,85.5,82.0,1000.0,4.5,4.95,4.17,4.41,10.8,11.5,596.0,11.0,25.0
2966,2.34,83.0,85.2,965.0,4.48,4.39,4.75,3.23,8.9,16.3,598.0,11.0,27.0
2967,2.91,96.1,82.7,1021.0,3.0,4.88,3.16,3.51,7.3,12.7,600.0,11.0,29.0
2968,2.18,82.9,70.2,1025.0,3.61,3.42,3.04,4.8,3.8,17.4,602.0,11.0,31.0
2969,3.04,79.9,79.5,1079.0,4.04,3.23,4.9,4.18,8.4,4.8,604.0,11.0,33.0
2970,2.75,86.5,71.3,912.0,3.69,4.75,3.07,4.83,17.6,12.7,607.0,11.0,36.0
2971,2.19,74.0,91.3,832.0,3.91,4.4,4.9,3.13,8.9,7.6,609.0,11.0,38.0
2972,2.89,89.5,94.0,836.0,4.69,4.24,4.89,3.45,14.7,13.5,611.0,11.0,40.0
2973,3.24,71.3,92.2,837.0,3.83,3.28,4.14,4.63,13.8,17.2,613.0,11.0,42.0
2974,3.26,80.6,97.6,893.0,3.92,3.75,3.23,3.53,3.0,16.7,615.0,11.0,44.0
2975,3.24,83.0,90.0,993.0,4.93,3.68,4.04,3.69,8.3,7.3,617.0,11.0,46.0
2976,2.29,89.0,90.1,966.0,3.78,3.33,3.87,3.87,17.4,12.1,619.0,11.0,48.0
2977,2.77,74.8,92.2,937.0,3.75,3.85,4.79,4.75,4.3,8.6,621.0,11.0,50.0
2978,2.53,87.4,96.1,912.0,3.65,3.58,4.49,3.79,5.2,3.7,623.0,12.0,0.0
2979,3.22,76.0,72.2,813.0,4.08,4.81,3.46,3.31,7.5,17.7,625.0,12.0,2.0
2980,2.13,94.4,74.8,927.0,3.78,3.43,4.8,3.43,3.8,4.6,628.0,12.0,5.0
2981,2.91,92.0,80.7,1072.0,4.53,4.33,3.29,4.02,11.1,6.2,630.0,12.0,7.0
2982,2.59,88.4,76.3,950.0,3.4,3.23,3.67,3.48,9.9,12.8,632.0,12.0,9.0
2983,2.2,70.5,71.4,836.0,3.09,4.31,4.7,4.33,12.7,9.4,634.0,12.0,11.0
2984,2.74,90.4,83.6,1077.0,4.57,4.1,4.87,4.84,14.9,3.1,636.0,12.0,13.0
2985,2.7,96.2,88.6,1052.0,4.91,4.67,3.71,3.88,5.3,4.3,638.0,12.0,15.0
2986,3.21,99.4,96.7,818.0,4.36,3.24,4.19,3.84,11.4,12.5,640.0,12.0,17.0
2987,3.18,71.8,95.9,817.0,4.26,3.24,3.95,4.94,14.6,9.9,642.0,12.0,19.0
2988,2.61,96.5,73.4,994.0,4.29,3.22,4.18,3.27,16.0,17.5,644.0,12.0,21.0
2989,3.42,94.4,93.3,869.0,4.46,3.08,4.81,3.92,8.8,8.5,646.0,12.0,23.0
2990,2.61,80.9,83.3,876.0,3.7,4.1,3.91,3.51,10.1,16.1,649.0,12.0,26.0
2991,3.01,87.9,70.3,981.0,4.48,3.96,3.1,4.44,8.3,3.4,651.0,12.0,28.0
2992,3.34,84.4,89.1,802.0,3.62,4.57,3.81,4.03,9.5,14.9,653.0,12.0,30.0
2993,3.27,96.7,83.9,839.0,3.94,3.75,3.96,3.02,12.0,7.2,655.0,12.0,32.0
2994,2.06,70.1,76.0,905.0,3.08,3.11,3.93,3.64,10.7,3.5,657.0,12.0,34.0
2995,2.34,74.4,90.9,993.0,3.75,4.83,3.71,4.59,4.5,7.1,659.0,12.0,36.0
2996,2.78,82.5,76.7,978.0,4.66,3.6,4.41,3.12,6.1,8.1,661.0,12.0,38.0
2997,2.19,73.2,94.2,966.0,3.71,3.89,3.32,3.76,9.9,13.8,663.0,12.0,40.0
2998,2.15,97.3,94.6,1079.0,4.41,3.93,4.86,3.99,4.3,17.3,665.0,12.0,42.0
2999,3.34,71.2,79.4,933.0,3.93,4.02,4.53,3.99,9.0,6.4,667.0,12.0,44.0
3000,3.13,99.3,75.4,1049.0,4.45,4.34,3.69,4.67,11.7,4.7,670.0,12.0,47.0
3001,3.11,82.5,90.3,805.0,3.27,4.43,4.69,3.68,12.4,5.0,672.0,12.0,49.0
3002,2.5,85.7,96.4,955.0,3.36,3.44,4.37,4.46,13.1,6.1,674.0,12.0,51.0
3003,2.49,91.2,85.7,1069.0,4.57,3.23,3.72,4.84,9.2,11.5,676.0,13.0,1.0
3004,2.12,83.8,93.3,945.0,3.03,4.16,3.23,4.45,14.9,7.0,678.0,13.0,3.0
3005,2.7,79.5,92.3,895.0,4.86,4.78,3.06,3.77,14.7,16.6,680.0,13.0,5.0
3006,2.26,98.6,91.7,894.0,3.07,4.75,4.26,3.08,4.9,7.4,682.0,13.0,7.0
3007,2.78,82.8,97.8,945.0,3.78,4.22,4.74,3.5,14.2,11.6,684.0,13.0,9.0
3008,3.05,74.8,99.2,985.0,4.83,4.94,3.89,3.89,3.7,14.1,686.0,13.0,11.0
3009,2.32,70.1,98.0,991.0,4.32,4.91,3.05,4.39,9.1,7.3,688.0,13.0,13.0
3010,2.55,80.6,75.1,876.0,3.78,3.41,3.23,3.17,13.6,14.0,691.0,13.0,16.0
3011,2.56,91.1,82.3,1009.0,3.84,3.03,3.58,4.06,14.8,13.6,693.0,13.0,18.0
3012,3.25,89.7,76.3,828.0,3.63,4.11,4.08,3.09,16.2,6.1,695.0,13.0,20.0
3013,2.19,91.9,81.6,957.0,3.99,3.93,3.32,3.6,15.5,15.0,697.0,13.0,22.0
3014,2.7,85.5,94.3,843.0,4.59,4.16,4.34,4.61,9.7,3.2,699.0,13.0,24.0
3015,2.65,78.9,82.7,871.0,4.57,4.76,3.56,3.7,15.2,10.3,701.0,13.0,26.0
3016,2.74,70.2,90.7,817.0,4.05,4.67,3.15,4.68,7.9,5.9,703.0,13.0,28.0
3017,3.05,85.7,96.5,853.0,4.62,3.0,3.3,3.69,11.7,13.6,705.0,13.0,30.0
3018,2.31,97.9,75.2,940.0,4.5,4.65,3.41,4.38,6.6,11.3,707.0,13.0,32.0
3019,2.91,88.8,97.9,854.0,3.73,3.07,4.05,4.71,14.1,9.9,709.0,13.0,34.0
3020,2.26,90.6,81.4,848.0,3.73,3.14,3.38,4.46,4.1,14.8,711.0,13.0,36.0
3021,3.14,75.1,88.4,809.0,4.95,4.19,3.55,3.79,15.1,12.9,714.0,13.0,39.0
3022,3.14,86.1,87.1,1087.0,4.49,3.08,3.96,4.09,9.9,6.9,716.0,13.0,41.0
3023,2.37,79.3,71.6,849.0,4.98,4.18,3.43,3.18,3.5,14.8,718.0,13.0,43.0
3024,2.25,77.7,88.3,808.0,3.81,3.05,4.92,3.4,13.1,12.7,720.0,13.0,45.0
3025,2.74,97.5,70.1,834.0,3.23,3.95,3.6,3.72,17.5,8.9,722.0,13.0,47.0
3026,3.35,80.3,95.4,868.0,4.65,3.46,3.52,3.35,9.8,16.0,725.0,13.0,50.0
3027,2.24,89.0,94.3,1012.0,3.23,4.26,3.81,4.19,11.5,4.2,727.0,14.0,0.0
3028,3.16,93.3,73.8,866.0,3.89,3.15,4.92,3.01,17.4,12.7,729.0,14.0,2.0
3029,2.74,91.4,82.1,1007.0,4.98,4.24,3.91,3.13,4.4,12.4,732.0,14.0,5.0
3030,3.16,99.2,82.6,866.0,3.84,4.19,3.96,4.89,12.7,10.6,734.0,14.0,7.0
3031,3.4,78.5,87.8,1058.0,3.37,4.72,3.13,3.24,15.7,15.5,736.0,14.0,9.0
3032,2.8,76.8,70.2,965.0,3.87,4.81,4.64,4.64,6.2,11.2,738.0,14.0,11.0
3033,2.17,90.7,75.1,952.0,3.82,3.55,4.69,4.56,3.9,8.4,740.0,14.0,13.0
3034,2.52,99.4,91.0,1049.0,3.19,3.78,4.28,4.87,13.9,6.1,742.0,14.0,15.0
3035,2.96,92.7,95.6,880.0,4.98,4.67,3.76,4.99,3.6,15.9,744.0,14.0,17.0
3036,2.21,76.1,70.0,917.0,4.7,3.39,3.02,3.95,12.3,6.2,746.0,14.0,19.0
3037,2.57,99.6,70.9,1015.0,3.69,3.19,3.39,3.63,10.7,6.8,749.0,14.0,22.0
3038,2.19,71.7,85.5,997.0,4.98,4.01,3.74,4.83,10.6,8.5,751.0,14.0,24.0
3039,2.8,86.0,79.9,962.0,3.46,3.87,4.37,4.16,16.8,6.3,753.0,14.0,26.0
3040,2.06,83.8,83.7,933.0,4.82,4.59,3.67,3.41,5.4,16.0,755.0,14.0,28.0
3041,2.12,98.8,79.7,1091.0,3.08,4.33,3.89,3.48,7.4,8.0,757.0,14.0,30.0
3042,2.64,95.3,96.0,944.0,4.0,3.91,3.2,4.61,4.3,11.2,759.0,14.0,32.0
3043,2.75,78.0,90.5,881.0,4.63,3.25,3.01,3.54,8.7,16.7,761.0,14.0,34.0
3044,3.31,87.7,70.3,988.0,3.32,3.53,3.35,4.21,10.1,5.9,763.0,14.0,36.0
3045,2.08,83.6,96.4,1087.0,4.31,4.45,4.83,3.04,3.2,6.9,766.0,14.0,39.0
3046,2.54,93.8,95.6,923.0,3.0,4.12,3.55,4.13,12.8,11.3,768.0,14.0,41.0
3047,2.85,99.9,77.9,842.0,4.69,3.32,4.12,4.06,12.8,3.1,770.0,14.0,43.0
3048,2.49,86.8,73.5,894.0,3.06,3.91,3.2,3.1,11.8,9.0,772.0,14.0,45.0
3049,3.21,98.8,92.7,809.0,4.44,4.3,4.32,4.37,8.4,5.0,774.0,14.0,47.0
3050,3.42,87.8,72.5,1005.0,4.85,3.77,4.62,4.93,6.4,8.8,776.0,14.0,49.0
3051,2.04,77.6,91.2,973.0,3.74,4.97,3.53,3.59,8.8,5.0,778.0,14.0,51.0
3052,2.73,73.4,70.3,824.0,3.66,4.7,4.54,3.75,12.2,3.3,780.0,15.0,1.0
3053,3.42,78.7,75.8,1046.0,3.22,3.42,3.37,4.64,10.8,11.5,782.0,15.0,3.0
3054,2.15,82.4,77.2,805.0,3.82,4.43,3.92,4.62,14.7,13.0,784.0,15.0,5.0
3055,2.21,90.0,71.3,1099.0,4.14,3.4,3.04,4.88,11.7,3.5,787.0,15.0,8.0
3056,3.29,71.6,74.1,840.0,4.81,4.54,4.63,4.07,14.7,3.5,789.0,15.0,10.0
3057,2.85,82.8,78.0,1046.0,3.11,3.51,3.91,3.45,13.0,8.0,791.0,15.0,12.0
3058,3.31,84.5,98.7,860.0,3.42,3.02,3.36,3.3,16.3,4.8,793.0,15.0,14.0
3059,3.37,98.5,77.0,1084.0,4.68,4.74,3.5,3.67,14.3,11.2,795.0,15.0,16.0
3060,2.07,80.1,86.6,1071.0,3.86,4.13,3.81,4.47,13.3,5.0,797.0,15.0,18.0
3061,2.79,77.3,85.0,813.0,3.48,4.56,4.78,4.87,3.5,13.3,800.0,15.0,21.0
3062,2.28,79.7,93.4,866.0,4.15,3.11,4.78,4.0,5.0,11.8,802.0,15.0,23.0
3063,2.6,92.8,97.3,969.0,3.95,3.68,4.9,3.82,16.6,10.3,804.0,15.0,25.0
3064,2.69,91.8,80.0,1023.0,4.39,3.07,3.8,3.65,10.4,4.7,806.0,15.0,27.0
3065,2.83,96.2,86.6,963.0,4.11,4.81,4.21,4.86,17.1,11.8,808.0,15.0,29.0
3066,2.14,82.0,79.3,1086.0,4.81,4.53,3.4,4.35,8.6,13.3,810.0,15.0,31.0
3067,2.57,82.7,72.9,896.0,3.16,3.0,4.89,4.22,6.9,3.7,812.0,15.0,33.0
3068,3.49,84.3,90.3,985.0,3.09,4.22,4.22,3.37,17.1,6.5,814.0,15.0,35.0
3069,2.86,86.0,87.2,1085.0,3.79,3.9,3.49,4.98,8.3,3.1,816.0,15.0,37.0
3070,2.71,76.5,89.9,1085.0,4.84,4.25,3.95,3.34,7.4,5.9,818.0,15.0,39.0
3071,3.01,74.5,84.8,1097.0,3.98,4.39,3.58,4.87,12.5,5.5,820.0,15.0,41.0
3072,2.21,98.8,87.4,1095.0,3.52,3.64,4.0,4.87,15.1,13.8,822.0,15.0,43.0
3073,3.05,86.8,87.2,875.0,4.55,3.3,3.04,3.47,6.2,8.9,824.0,15.0,45.0
3074,2.16,82.9,78.4,1006.0,3.78,3.2,3.4,4.37,17.1,10.9,826.0,15.0,47.0
3075,2.6,82.1,93.5,1055.0,4.63,3.53,3.19,3.13,15.1,4.4,828.0,15.0,49.0
3076,3.15,95.6,74.9,987.0,4.95,4.26,4.42,4.2,3.5,10.8,830.0,15.0,51.0
3077,3.39,91.8,85.8,962.0,3.43,3.93,4.42,3.06,6.9,7.5,832.0,16.0,1.0
3078,3.03,82.8,73.1,962.0,4.54,3.76,4.05,4.01,11.1,15.0,834.0,16.0,3.0
3079,2.16,94.3,82.0,1029.0,4.99,3.76,4.13,3.79,7.4,6.5,836.0,16.0,5.0
3080,2.26,82.3,94.7,1015.0,3.28,4.28,4.87,4.7,12.4,13.7,838.0,16.0,7.0
3081,3.36,73.0,85.9,884.0,4.65,4.06,3.7,3.18,7.5,17.7,840.0,16.0,9.0
3082,2.48,80.3,71.1,947.0,3.43,3.79,4.17,4.75,13.2,15.9,842.0,16.0,11.0
3083,2.53,79.2,86.4,981.0,3.41,4.76,3.77,3.71,15.5,6.4,844.0,16.0,13.0
3084,3.35,82.4,88.3,861.0,4.44,3.24,3.4,4.7,11.6,16.9,846.0,16.0,15.0
3085,3.31,84.4,76.6,1057.0,4.52,4.24,3.43,4.73,16.4,5.0,848.0,16.0,17.0
3086,2.21,70.1,99.2,969.0,3.37,4.71,4.99,3.33,17.7,8.2,850.0,16.0,19.0
3087,3.01,78.1,96.2,973.0,3.06,4.63,3.03,4.53,6.9,7.2,852.0,16.0,21.0
3088,2.7,88.4,82.1,1073.0,3.6,4.14,3.34,3.86,16.9,7.8,854.0,16.0,23.0
3089,3.25,90.2,90.9,877.0,4.66,3.94,3.16,3.37,13.1,16.9,856.0,16.0,25.0
3090,2.71,78.9,82.0,878.0,4.33,4.53,3.01,3.02,16.1,13.0,858.0,16.0,27.0
3091,2.66,74.2,97.1,887.0,3.33,4.22,4.12,4.74,7.0,5.1,860.0,16.0,29.0
3092,3.27,92.0,89.2,1086.0,3.58,3.09,3.87,3.18,17.9,17.6,862.0,16.0,31.0
3093,3.12,73.8,75.8,855.0,3.22,4.87,4.25,3.5,6.0,14.6,864.0,16.0,33.0
3094,3.31,94.2,96.1,812.0,4.74,4.85,3.04,4.4,17.4,5.4,866.0,16.0,35.0
3095,2.39,80.9,83.8,1093.0,3.23,3.75,4.27,4.49,5.9,17.9,868.0,16.0,37.0
3096,2.68,83.6,92.8,999.0,3.04,3.22,3.49,4.2,5.3,16.3,870.0,16.0,39.0
3097,3.3,74.0,80.4,886.0,3.76,3.48,4.05,4.97,3.5,3.0,872.0,16.0,41.0
3098,2.64,80.3,78.5,895.0,4.31,4.09,4.63,4.96,9.0,10.9,874.0,16.0,43.0
3099,2.39,80.3,88.7,871.0,3.2,4.13,4.32,3.85,17.5,15.4,876.0,16.0,45.0
3100,2.34,83.2,94.0,821.0,4.32,3.5,4.92,3.28,12.6,17.8,878.0,16.0,47.0
3101,3.43,75.6,91.3,1057.0,4.12,4.46,3.25,3.75,5.7,16.3,880.0,16.0,49.0
3102,2.44,98.2,72.0,1028.0,4.66,4.94,4.17,4.39,12.5,17.2,882.0,16.0,51.0
3103,2.41,84.3,93.3,1080.0,4.33,4.89,3.58,4.64,13.5,14.0,884.0,17.0,1.0
3104,3.45,77.9,81.7,802.0,3.24,4.08,3.32,4.3,16.4,13.7,886.0,17.0,3.0
3105,2.3,96.2,90.3,929.0,3.42,4.4,4.2,3.37,12.0,6.5,888.0,17.0,5.0
3106,2.54,93.3,81.9,1026.0,3.46,3.47,3.74,4.68,12.4,9.2,890.0,17.0,7.0
3107,3.23,75.2,87.7,961.0,4.54,4.82,3.25,3.47,3.6,16.7,892.0,17.0,9.0
3108,2.27,99.4,79.4,961.0,4.52,3.37,3.58,3.06,3.0,17.4,894.0,17.0,11.0
3109,2.17,95.9,96.9,839.0,3.24,3.76,3.46,4.39,10.3,16.9,896.0,17.0,13.0
3110,2.98,95.7,93.8,867.0,4.49,4.27,4.52,3.33,4.6,7.8,898.0,17.0,15.0
3111,3.08,88.7,77.3,854.0,4.15,3.07,3.33,4.35,3.1,7.5,900.0,17.0,17.0
3112,2.56,90.6,95.5,1050.0,3.62,4.48,4.35,3.79,7.2,12.9,902.0,17.0,19.0
3113,2.72,90.2,95.0,944.0,3.91,4.27,4.39,4.54,11.8,4.5,904.0,17.0,21.0
3114,2.95,93.3,94.3,979.0,4.87,4.0,3.44,3.72,12.3,5.9,906.0,17.0,23.0
3115,3.07,97.5,90.4,1068.0,4.21,4.83,3.24,4.98,16.4,13.2,908.0,17.0,25.0
3116,2.82,99.3,90.8,959.0,3.41,3.53,4.87,3.87,16.9,9.6,910.0,17.0,27.0
3117,2.74,74.9,91.2,1085.0,4.82,3.39,4.56,4.51,10.2,6.8,912.0,17.0,29.0
3118,2.36,94.2,73.9,1061.0,3.21,3.48,3.82,3.39,5.9,8.4,914.0,17.0,31.0
3119,3.06,90.6,96.4,996.0,3.21,3.18,3.09,4.41,11.7,17.3,916.0,17.0,33.0
3120,2.77,81.7,86.1,949.0,3.42,3.2,4.45,4.79,4.6,4.5,918.0,17.0,35.0
3121,2.57,97.8,93.8,1032.0,4.56,3.59,4.83,4.57,13.4,10.5,920.0,17.0,37.0
3122,2.57,73.4,74.1,1043.0,3.39,3.38,3.35,4.72,7.8,5.4,922.0,17.0,39.0
3123,3.04,71.0,83.8,1034.0,4.2,3.53,4.17,4.06,7.2,14.8,924.0,17.0,41.0
3124,2.17,91.9,88.3,865.0,4.5,4.06,4.07,4.71,11.9,10.0,926.0,17.0,43.0
3125,2.68,87.6,99.6,1021.0,4.62,3.79,3.39,3.58,10.4,3.6,928.0,17.0,45.0
3126,2.09,74.5,79.2,915.0,4.66,3.69,3.78,4.64,9.1,5.6,930.0,17.0,47.0
3127,2.73,75.2,81.1,859.0,3.08,4.39,3.27,3.28,13.2,12.3,932.0,17.0,49.0
3128,3.38,86.7,86.4,932.0,4.44,4.68,4.58,3.11,16.1,15.7,934.0,17.0,51.0
3129,3.22,83.0,70.0,841.0,4.03,3.62,3.9,4.96,4.1,5.6,936.0,18.0,1.0
3130,2.36,73.2,82.2,801.0,3.72,4.14,4.41,4.44,8.5,13.8,938.0,18.0,3.0
3131,3.19,87.1,76.6,1077.0,3.22,3.92,4.01,4.66,4.2,8.1,940.0,18.0,5.0
3132,2.75,81.6,93.6,950.0,4.39,4.44,3.98,4.93,5.4,9.0,942.0,18.0,7.0
3133,2.75,77.5,85.0,825.0,3.5,3.8,4.52,4.59,11.3,10.9,944.0,18.0,9.0
3134,2.77,76.0,80.9,1048.0,3.31,4.0,3.48,4.05,16.9,14.2,946.0,18.0,11.0
3135,2.68,80.0,74.0,834.0,3.91,3.59,4.67,3.07,12.7,16.0,948.0,18.0,13.0
3136,2.23,79.8,99.5,1091.0,3.39,3.83,4.0,3.4,12.3,17.5,950.0,18.0,15.0
3137,2.1,73.9,85.7,948.0,3.85,3.97,4.84,4.06,14.1,12.0,952.0,18.0,17.0
3138,2.77,89.2,97.9,1066.0,4.21,4.0,3.83,3.51,3.5,12.9,954.0,18.0,19.0
3139,2.52,76.6,97.7,1094.0,3.21,4.51,3.8,3.26,8.3,11.2,956.0,18.0,21.0
3140,2.87,97.9,76.6,962.0,4.31,3.07,3.03,4.7,7.7,7.1,958.0,18.0,23.0
3141,2.69,85.8,83.7,947.0,4.75,3.01,3.51,4.33,4.4,3.2,960.0,18.0,25.0
3142,2.21,75.0,72.9,915.0,3.89,4.09,3.19,3.07,9.7,5.2,962.0,18.0,27.0
3143,2.09,94.7,96.0,886.0,4.18,4.32,4.44,3.12,13.3,14.6,964.0,18.0,29.0
3144,2.0,78.7,99.6,1014.0,4.0,4.91,4.65,3.28,11.2,13.0,966.0,18.0,31.0
3145,2.21,93.9,81.1,853.0,3.15,3.36,3.19,3.79,14.0,14.0,968.0,18.0,33.0
3146,3.43,90.5,96.4,1055.0,3.99,4.61,3.45,4.82,11.6,4.4,970.0,18.0,35.0
3147,3.12,88.6,81.9,901.0,4.97,3.75,3.07,3.43,17.8,8.1,972.0,18.0,37.0
3148,3.3,97.2,72.0,1046.0,3.37,3.66,3.27,4.49,3.5,11.3,974.0,18.0,39.0
3149,2.96,90.6,85.7,1037.0,3.86,3.83,4.14,3.37,8.6,7.2,976.0,18.0,41.0
3150,2.53,92.2,81.5,822.0,4.94,4.94,4.73,4.93,4.2,16.6,978.0,18.0,43.0
3151,2.18,84.8,94.8,817.0,4.52,3.14,4.02,4.89,4.5,7.6,980.0,18.0,45.0
3152,2.98,78.4,83.5,830.0,3.96,3.14,3.89,4.4,17.8,8.0,982.0,18.0,47.0
3153,2.89,91.8,77.2,1039.0,3.71,4.25,4.91,4.94,15.2,10.4,984.0,18.0,49.0
3154,3.27,84.7,89.1,816.0,3.63,4.98,4.58,4.05,3.1,15.6,986.0,18.0,51.0
3155,3.32,87.8,84.8,1014.0,4.58,4.91,4.37,4.91,13.8,11.6,988.0,19.0,1.0
3156,2.82,84.7,95.3,990.0,4.62,3.33,4.67,4.31,11.2,7.7,990.0,19.0,3.0
3157,2.65,86.1,86.0,826.0,3.46,4.69,4.78,3.64,6.5,15.0,992.0,19.0,5.0
3158,2.65,79.7,98.1,917.0,3.88,4.49,3.93,4.77,9.8,7.1,994.0,19.0,7.0
3159,2.55,74.1,89.1,878.0,3.55,3.6,3.14,4.78,16.0,4.1,996.0,19.0,9.0
3160,2.88,78.8,84.1,1089.0,4.05,3.24,3.31,3.21,11.1,10.3,998.0,19.0,11.0
3161,2.06,76.8,93.7,909.0,4.39,3.66,3.43,3.16,7.5,13.8,1000.0,19.0,13.0
3162,2.57,76.2,87.7,1007.0,4.56,3.68,3.48,3.96,4.9,11.8,1002.0,19.0,15.0
3163,2.34,76.4,74.2,814.0,3.87,4.25,4.26,3.88,8.1,11.3,1004.0,19.0,17.0
3164,2.07,86.1,94.5,980.0,4.08,3.21,3.0,4.84,17.6,7.6,1006.0,19.0,19.0
3165,3.42,92.0,99.2,1082.0,3.28,4.74,3.84,4.58,3.6,14.2,1008.0,19.0,21.0
3166,2.2,95.9,92.2,809.0,3.9,4.81,3.41,4.4,11.7,11.1,1010.0,19.0,23.0
3167,2.27,90.8,87.1,969.0,4.21,3.7,3.37,4.47,3.4,4.8,1012.0,19.0,25.0
3168,3.15,84.5,79.1,1043.0,3.26,3.15,3.75,4.39,17.1,14.4,1014.0,19.0,27.0
3169,3.03,79.8,74.5,963.0,3.73,4.66,4.12,4.02,3.0,12.8,1016.0,19.0,29.0
3170,2.08,93.6,73.2,1037.0,3.9,3.31,4.03,3.72,8.9,10.8,1018.0,19.0,31.0
3171,2.41,75.4,89.8,989.0,4.92,3.23,3.51,4.75,16.0,14.7,1020.0,19.0,33.0
3172,2.65,84.0,75.0,999.0,3.68,3.24,4.12,4.61,8.4,17.1,1022.0,19.0,35.0
3173,2.16,89.5,76.4,815.0,3.39,4.95,3.57,4.97,5.9,17.0,1024.0,19.0,37.0
3174,2.03,99.2,75.2,885.0,3.83,3.68,4.45,4.41,7.1,12.0,1026.0,19.0,39.0
3175,2.64,83.4,77.6,1025.0,3.2,3.92,3.34,3.69,16.5,5.6,1028.0,19.0,41.0
3176,3.23,80.8,95.8,819.0,4.35,4.24,4.77,3.87,11.2,12.1,1030.0,19.0,43.0
3177,2.52,79.8,82.8,913.0,4.85,3.9,4.74,3.25,16.5,11.7,1032.0,19.0,45.0
3178,2.78,80.1,92.1,1040.0,3.56,4.59,4.92,3.38,11.2,9.5,1034.0,19.0,47.0
3179,2.77,72.9,79.5,935.0,3.01,3.35,3.89,4.66,5.6,9.8,1036.0,19.0,49.0
3180,2.47,88.5,71.7,840.0,4.16,3.78,3.33,4.07,3.5,7.9,1038.0,19.0,51.0
3181,2.32,98.0,71.8,980.0,4.06,4.34,4.86,4.01,6.0,9.6,1040.0,20.0,1.0
3182,2.53,97.1,92.9,1096.0,4.71,4.43,3.37,3.23,9.8,12.3,1042.0,20.0,3.0
3183,2.6,97.6,78.2,816.0,3.24,3.68,4.03,3.41,14.6,15.3,1044.0,20.0,5.0
3184,3.28,81.9,74.4,944.0,3.71,3.73,3.71,3.39,8.4,12.9,1046.0,20.0,7.0
3185,3.26,70.3,90.3,1016.0,4.05,4.29,4.12,3.2,10.8,4.9,1048.0,20.0,9.0
3186,3.08,97.9,87.9,1072.0,3.2,3.37,4.07,4.85,14.8,14.1,1050.0,20.0,11.0
3187,2.14,76.6,86.3,933.0,4.19,3.23,4.62,3.94,17.7,12.0,1052.0,20.0,13.0
3188,3.24,74.1,70.1,956.0,4.99,3.72,3.32,3.91,5.1,12.7,1054.0,20.0,15.0
3189,2.53,90.5,85.3,961.0,3.99,3.52,3.6,4.17,8.5,9.9,1056.0,20.0,17.0
3190,2.8,85.6,96.4,929.0,4.74,4.82,3.88,3.51,6.9,12.3,1058.0,20.0,19.0
3191,2.25,72.9,75.2,959.0,4.84,3.61,4.0,3.94,12.9,6.8,1060.0,20.0,21.0
3192,2.85,72.2,94.5,1041.0,4.05,4.62,3.97,4.04,14.3,9.4,1062.0,20.0,23.0
3193,3.48,77.6,70.2,888.0,3.94,3.66,3.9,4.37,3.2,15.5,1064.0,20.0,25.0
3194,3.03,71.5,74.1,1025.0,3.64,3.53,3.66,3.29,6.1,11.4,1066.0,20.0,27.0
3195,2.26,79.9,98.2,952.0,3.68,3.33,4.48,4.7,6.1,10.9,1068.0,20.0,29.0
3196,3.16,83.4,89.4,1050.0,3.29,4.42,3.69,4.3,7.5,8.3,1070.0,20.0,31.0
3197,3.1,94.8,88.2,866.0,4.09,4.24,3.85,4.41,3.5,15.2,1072.0,20.0,33.0
3198,2.61,83.6,95.7,856.0,3.99,3.4,3.35,4.14,12.6,4.2,1074.0,20.0,35.0
3199,2.1,98.4,89.6,1091.0,4.23,3.02,3.03,4.74,14.9,10.0,1076.0,20.0,37.0
3200,3.25,94.9,83.0,908.0,3.5,3.06,4.48,4.07,11.6,12.2,1078.0,20.0,39.0
3201,2.6,99.1,77.8,894.0,3.6,3.53,4.13,3.68,17.6,15.2,1080.0,20.0,41.0
3202,3.41,76.7,70.3,1048.0,4.16,3.03,4.05,3.22,3.6,3.3,1082.0,20.0,43.0
